text,alpha2_code,language_code,date,cluster,country,tokens,state
Trois façons d'aider les Ukrainiens | La Presse - La Presse,CH,fr,2022-03-05,Volunteering and Donations,Switzerland,18,Lower Saxony
Pourparlers entre la Russie et l'Ukraine | Une troisième session aura ... - La Presse,CH,fr,2022-03-05,Sanktions Russia and War Strategy,Switzerland,24,Bavaria
"Guerre en Ukraine : docteur en géopolitique, Pierre Verluise s ... - franceinfo",CH,fr,2022-03-05,Current Information War,Switzerland,24,Bern
Témoignage | Le calvaire des Ukrainiens qui ont dû tout quitter pour ... - Euronews,CH,fr,2022-03-05,Volunteering and Donations,Switzerland,26,Aargau
"Montpellier : la MRI, la voie pour l’hébergement des futurs réfugiés d’Ukraine - Midi Libre",CH,fr,2022-03-05,Local Communities,Switzerland,29,Schleswig-Holstein
Tilques : un havre de paix au cœur du marais se prépare à accueillir ... - La Voix du Nord,CH,fr,2022-03-05,Volunteering and Donations,Switzerland,31,Baden-Württemberg
Ukraine aktuell: Israel bemüht sich um Vermittlung - DW (Deutsch),DE,de,2022-03-05,Accomodation,Germany,20,Vaud
Kostenfreies Fußballtraining in Evershagen - Ostsee Zeitung,CH,de,2022-03-05,Volunteering and Donations,Switzerland,17,Appenzell Innerrhoden
Historikerin Olha Martynyuk über die Identität der Ukrainer - NZZ Magazin,CH,de,2022-03-05,Volunteering and Donations,Switzerland,21,Appenzell Ausserrhoden
Justizministerin Keller-Sutter über den Umgang mit Flüchtlingen - NZZ Magazin,CH,de,2022-03-05,Accomodation,Switzerland,24,Basel
"« On est vraiment accueillis » : à Calais, les Ukrainiens sont des ... - Sud Ouest",CH,fr,2022-03-05,Volunteering and Donations,Switzerland,23,Schleswig-Holstein
Dunkerque : 20 migrants sur une embarcation en difficulté secourus ... - La Voix du Nord,CH,fr,2022-03-05,Migration Apart from Ukraine,Switzerland,24,Appenzell Ausserrhoden
Guerre en Ukraine : les réfugiés ukrainiens sont-ils tous accueillis de la même manière dans le monde ? - LaDepeche.fr,CH,fr,2022-03-05,Local Communities,Switzerland,36,Schwyz
"«Je veux travailler ici, apprendre la langue» : à Lille, les premiers réfugiés ukrainiens arrivent - Europe 1",CH,fr,2022-03-05,Current Information Refugees,Switzerland,36,Obwalden
Guerre en Ukraine : Londres invite 150 réfugiés «à faire demi-tour» pour «se rendre à Paris ou Bruxelles» - Le Parisien,CH,fr,2022-03-05,Current Information Refugees,Switzerland,37,Saxony-Anhalt
L'accueil des réfugiés ukrainiens se précise en Haute-Vienne et en Corrèze - France Bleu,CH,fr,2022-03-05,Local Communities,Switzerland,30,Saarland
Guerre en Ukraine : des réfugiés ukrainiens continuent d'organiser ... - franceinfo,CH,fr,2022-03-05,Local Communities,Switzerland,25,Nidwalden
Guerre en Ukraine : vous souhaitez aider les Ukrainiens ? Voici les initiatives mises en place en Occitanie - LaDepeche.fr,CH,fr,2022-03-05,Volunteering and Donations,Switzerland,32,Jura
"Réfugiés ukrainiens : lieux de collecte, dons de matériels, vêtements, comment aider sur Millau - Midi Libre",CH,fr,2022-03-05,Local Communities,Switzerland,35,Saxony-Anhalt
"""Rischiava di compiere crimini di guerra"": la Cassazione concede asilo a ucraino del Donbass fuggito per non … - La Repubblica",CH,it,2022-03-05,Local Communities,Switzerland,39,Solothurn
"Guerra Russia-Ucraina, il prete di Leopoli pronto a dare battaglia: “Qui servono caschi e giubbotti… - Il Fatto Quotidiano",CH,it,2022-03-05,Sanktions Russia and War Strategy,Switzerland,40,Obwalden
"Guerra Russia-Ucraina, scatta il piano di accoglienza: dagli hotel a tamponi e vaccini - Il Fatto Quotidiano",CH,it,2022-03-05,Children and Human Rights,Switzerland,35,Saxony-Anhalt
In fuga dall'Ucraina. La Svizzera si aspetta 2'400 profughi - Liberatv.ch,CH,it,2022-03-05,Current Information Refugees,Switzerland,29,Hamburg
"Profughi ucraini, il personale dell'UNHCR da oggi è presente anche alla frontiera di Tarvisio per assistere i… - la Repubblica",CH,it,2022-03-05,Volunteering and Donations,Switzerland,38,Valais
"Ucraina, la guerra vista dall’Università: Bari organizza un simposio su Dostoevskij - Corriere del Mezzogiorno",CH,it,2022-03-05,Current Information War,Switzerland,35,Grisons
"Ucraina, 700mila i bambini in fuga: Anna ha passato il confine con due bimbi, Artem con tre - Il Sole 24 ORE",CH,it,2022-03-05,Children and Human Rights,Switzerland,38,Grisons
Come aiutare i rifugiati ucraini a Berlino: tutte le informazioni del ... - Il Mitte,CH,it,2022-03-05,Current Information Refugees,Switzerland,27,Bern
"Roma, corteo per la pace contro la guerra in Ucraina. Gli organizzatori: “Siamo in 50mila” - Il Fatto Quotidiano",CH,it,2022-03-05,Volunteering and Donations,Switzerland,40,Schwyz
"Intervista a Padre Camillo Ripamonti: “Non ci sono profughi di Serie a e di Serie b, che errore ignorare ... - Il Riformista",CH,it,2022-03-05,Problems Refugee Management,Switzerland,39,Solothurn
"Ucraina, no alla ‘solidarietà selettiva’ tra profughi di serie A e quelli di serie Z a cui voltare le spalle - Globalist.it",CH,it,2022-03-05,Local Communities,Switzerland,38,Grisons
"Ucraina, i militari russi sparano in aria durante le proteste a Kherson - Globalist.it",CH,it,2022-03-05,Sanktions Russia and War Strategy,Switzerland,24,Basel
L'immensa folla di profughi ucraini nella stazione centrale di Berlino - AGI - Agenzia Italia,CH,it,2022-03-05,Current Information Refugees,Switzerland,31,Nidwalden
"Ucraina, in moto la macchina dell'accoglienza: appello al commissario Santoro, a Rometta arrivano i primi bimbi - MessinaToday",CH,it,2022-03-05,Volunteering and Donations,Switzerland,40,Jura
L'odioso portato della guerra in Ucraina. Le violenze raccapriccianti ... - Farodiroma,CH,it,2022-03-05,Current Information War,Switzerland,28,Obwalden
"Ucraina: accoglienza sì, razzismo no! - L'Incontro",CH,it,2022-03-05,Current Information Refugees,Switzerland,21,Thurgau
"Guerra, le storie di razzismo e discriminazione contro asiatici e africani al confine tra l'Ucraina e la Polo… - la Repubblica",CH,it,2022-03-05,Current Information Refugees,Switzerland,39,Grisons
Il Rosone e Villa Angela per ospitare i profughi dall'Ucraina - Lo Strillone,CH,it,2022-03-05,Local Communities,Switzerland,24,Baden-Württemberg
"Ucraina, Viktoriya Prokopovych: “Commossa da tanta solidarietà” - Redattore Sociale",CH,it,2022-03-05,Volunteering and Donations,Switzerland,27,Zug
Oltre 100 profughi “dimenticati” recuperati in mare dalle navi Geo Barents e Open Arms - La Stampa,CH,it,2022-03-05,Migration Apart from Ukraine,Switzerland,31,Lucerne
Le profezie di Nostradamus su Putin e la guerra Ucraina-Russia: “La Grande Città assediata e l’... - Il Riformista,CH,it,2022-03-05,Sanktions Russia and War Strategy,Switzerland,38,Schaffhausen
"Monfalcone, scoppia la polemica su 'veri e falsi profughi' - Il Friuli",CH,it,2022-03-05,Accomodation,Switzerland,27,Lower Saxony
Guerra in Ucraina è catastrofe culturale - Il Sole 24 ORE,CH,it,2022-03-05,Current Information War,Switzerland,20,Schaffhausen
"Lamezia, poesie e canti per il popolo ucraino: il messaggio di pace ... - Il Lametino",CH,it,2022-03-05,Volunteering and Donations,Switzerland,30,Solothurn
"“Abbiamo ucciso nostro negoziatore, era una spia della Russia”, l’operazione in Ucraina a... - Il Riformista",CH,it,2022-03-05,Sanktions Russia and War Strategy,Switzerland,34,Bremen
"La protezione temporanea per gli ucraini in fuga prorogata di 6 mesi - Gli Stranieri, news immigrazione",CH,it,2022-03-05,Local Communities,Switzerland,35,Basel
"Tamponi e vaccini per i rifugiati dall'Ucraina, hub dell'Asl al ... - Nuova Irpinia",CH,it,2022-03-05,Local Communities,Switzerland,30,Schwyz
"Ucraina, RideMovi regala abbonamenti ai rifugiati accolti a Firenze - 055firenze",CH,it,2022-03-05,Current Information Refugees,Switzerland,27,Vaud
Le quattro lezioni dell'Ucraina: i doppi standard occidentali - Il Manifesto,CH,it,2022-03-05,Volunteering and Donations,Switzerland,22,Valais
"Guerra in Ucraina, il video dell'imboscata russa alla troupe di Sky News - Sky Tg24",CH,it,2022-03-05,Sanktions Russia and War Strategy,Switzerland,27,Schleswig-Holstein
Trenta profughi dall'Ucraina in arrivo nelle prossime ore a ... - Eco Risveglio,CH,it,2022-03-05,Local Communities,Switzerland,27,Obwalden
"Francica, le opere del maestro Liguori all’asta per sostenere i rifugiati ucraini - Il Vibonese",CH,it,2022-03-05,Local Communities,Switzerland,32,Mecklenburg-Vorpommern
"Carrara insieme alla città gemella Opole per aiutare l'Ucraina, da ... - La Voce Apuana",CH,it,2022-03-05,Volunteering and Donations,Switzerland,30,Ticino
"Profughi Ucraina, in questura a Bergamo rilasciati i primi permessi di soggiorno: come funziona - Corriere Bergamo - Corriere della Sera",CH,it,2022-03-05,Local Communities,Switzerland,44,Solothurn
Perché la Russia ha attaccato la centrale nucleare di Zaporizhzhia e quali sono i rischi - Il Riformista,CH,it,2022-03-05,Sanktions Russia and War Strategy,Switzerland,31,Schwyz
Ucraina: dona anche da utenze MVNO al 45525. Gli operatori abilitati - MVNO News,CH,it,2022-03-05,Volunteering and Donations,Switzerland,28,Nidwalden
"Ucraina-Russia, le notizie di sabato 5 marzo. Il premier di Israele da Putin: si propone come mediatore - Corriere della Sera",CH,it,2022-03-05,Sanktions Russia and War Strategy,Switzerland,39,North Rhine-Westphalia
"Afghans ""migrants"", Ukrainiens ""réfugiés"" : racisme médiatique ... - Arrêt sur images",CH,fr,2022-03-06,Current Information Refugees,Switzerland,28,Glarus
Guerre en Ukraine : la Pologne est le pays qui accueille pour le ... - franceinfo,CH,fr,2022-03-06,Refugee Routes from Ukraine,Switzerland,22,Lower Saxony
Calais : 250 réfugiés ukrainiens refoulés par le Royaume-Uni à la ... - France 3 Régions,CH,fr,2022-03-06,Local Communities,Switzerland,33,Hesse
Guerre en Ukraine : « Vladimir Poutine n’est pas un tyran qui se réveille » - La Croix,CH,fr,2022-03-06,Sanktions Russia and War Strategy,Switzerland,26,Saxony-Anhalt
Pasolini et les migrants | Le Club - Le Club de Mediapart,CH,fr,2022-03-06,Problems Refugee Management,Switzerland,15,Schleswig-Holstein
Guerre en Ukraine: Eric Zemmour change d'avis sur les réfugiés - Var-matin,CH,fr,2022-03-06,Local Communities,Switzerland,24,Sankt Gallen
"Accueil des Ukrainiens : «Comme pour la crise en 2015, la France n'accueillera pas tout le monde mais... - Europe 1",CH,fr,2022-03-06,Refugee Routes from Ukraine,Switzerland,35,Schwyz
Ukraine : le chef de l'ONU demande que les zones de conflit soient ... - ONU Info,CH,fr,2022-03-06,Current Information War,Switzerland,24,Saxony
Accueil des réfugiés ukrainiens à Perpignan : nouvel appel aux dons de la Ville et du diocèse - L'Indépendant,CH,fr,2022-03-06,Local Communities,Switzerland,38,Valais
Sanctions : le prix des soins médicaux en Russie a augmenté de 20 ... - Emergency Live,CH,fr,2022-03-06,Sanktions Russia and War Strategy,Switzerland,24,Mecklenburg-Vorpommern
Guerre en Ukraine : plus de 4600 manifestants auraient été arrêtés ... - Le Figaro,CH,fr,2022-03-06,Volunteering and Donations,Switzerland,24,Glarus
"Pétrole: le baril de Brent frôle les 140 dollars, proche du record absolu - BFM Business",CH,fr,2022-03-06,Volunteering and Donations,Switzerland,26,Uri
Situation de la guerre en Ukraine : L'armée russe annonce l ... - mediacongo.net,CH,fr,2022-03-06,Sanktions Russia and War Strategy,Switzerland,22,Jura
Ukraine: le prix de l'once d'or dépasse les 2.000 dollars - Les Nouvelles Calédoniennes,CH,fr,2022-03-06,Volunteering and Donations,Switzerland,30,Rhineland-Palatinate
Nancy Faeser zu Ukraine-Flüchtlingen: „Wollen Leben retten – das hängt nicht vom Pass ab“ - RND,DE,de,2022-03-06,Local Communities,Germany,32,Appenzell Ausserrhoden
Welche Hilfen bekommen ukrainische Flüchtlinge? - Gegen-Hartz.de,DE,de,2022-03-06,Local Communities,Germany,21,Ticino
Menschen aus der Ukraine aufnehmen: Was gibt es zu beachten? - MDR,DE,de,2022-03-06,Volunteering and Donations,Germany,19,Glarus
Düsseldorf hilft Flüchtlingen aus der Ukraine - duesseldorf.de,DE,de,2022-03-06,Current Information Refugees,Germany,16,Schleswig-Holstein
Verein Netzwerk Asyl fordert Task Force im Aargau für Flüchtlinge - Aargauer Zeitung,DE,de,2022-03-06,Accomodation,Germany,27,Thurgau
Welche lokalen Initiativen der Ukraine helfen - Echo Online,DE,de,2022-03-06,Volunteering and Donations,Germany,13,Baden-Württemberg
Schachspieler im Ukraine-Krieg: Sonnenblume statt Damengambit - zdf.de,DE,de,2022-03-06,Current Information War,Germany,22,Brandenburg
Hilfstransport von Prenzlau in die Ukraine gestartet - Nordkurier,DE,de,2022-03-06,Volunteering and Donations,Germany,21,Hesse
"Geflüchtete aus der Ukraine in Salzburg: ""Wir wollen nur ein paar ... - Salzburger Nachrichten",DE,de,2022-03-06,Current Information Refugees,Germany,26,Lucerne
Kopfgeld auf Putin ausgesetzt: Unternehmer aus Russland ... - hna.de,DE,de,2022-03-06,Sanktions Russia and War Strategy,Germany,20,Appenzell Innerrhoden
Schock-Video: Russische Mörsergranate tötet Mutter und zwei Kinder - BLICK,CH,de,2022-03-06,Sanktions Russia and War Strategy,Switzerland,24,Neuchâtel
Schweizer Flüchtlingshilfe - «Es ist eine fantastische Solidarität ... - SRF – Schweizer Radio und Fernsehen,CH,de,2022-03-06,Local Communities,Switzerland,31,Geneva
Rostock: Messehalle wird zur Massenunterkunft für Ukraine-Flüchtlingswelle - Ostsee Zeitung,CH,de,2022-03-06,Local Communities,Switzerland,30,Glarus
"Ukraine-Krieg: 1,5 Millionen Flüchtlinge in zehn Tagen - BR24",DE,de,2022-03-06,Local Communities,Germany,24,Neuchâtel
Ukraine-Flüchtlinge: Berliner Polizei warnt vor unseriösen Schlafangeboten - RND,DE,de,2022-03-06,Current Information Refugees,Germany,29,Basel
Düsseldorf: Informationen zur Ukraine-Hilfe - Ddorf-Aktuell - Internetzeitung Düsseldorf,DE,de,2022-03-06,Volunteering and Donations,Germany,21,Appenzell Innerrhoden
Krieg in der Ukraine - zdf.de,DE,de,2022-03-06,Current Information War,Germany,9,Thurgau
Ukrainer in der Schweiz – Schweiz bereitet sich auf Tausende Ukraine-Flüchtlinge vor - 20 Minuten,DE,de,2022-03-06,Current Information Refugees,Germany,29,Bavaria
Ukraine-Krieg: Wie sich Offenbach auf Flüchtlinge vorbereitet - op-online.de,DE,de,2022-03-06,Local Communities,Germany,23,Mecklenburg-Vorpommern
Paul-Heinrich Blätgen holt 30 Flüchtlinge aus der Ukraine mit Bus ... - wa.de,DE,de,2022-03-06,Local Communities,Germany,26,Neuchâtel
Bund hilft Berlin bei der Aufnahme der Ukraine-Flüchtlinge - Berliner Morgenpost,DE,de,2022-03-06,Current Information Refugees,Germany,23,Fribourg
Berlin überfordert mit Ukraine-Flüchtlingen: „Es geht jetzt um ... - Tagesspiegel,DE,de,2022-03-06,Current Information Refugees,Germany,23,Hesse
Stromae se démultiplie en douze nouvelles chansons composites - RTS.ch,CH,fr,2022-03-06,Volunteering and Donations,Switzerland,20,Grisons
Urrugne : une élue auditionnée par la police aux frontières pour avoir aidé des personnes migrantes - France Bleu,CH,fr,2022-03-06,Problems Refugee Management,Switzerland,29,Fribourg
Élection présidentielle française - Voter pour les droits humains : Un ... - Human Rights Watch,CH,fr,2022-03-06,Current Information Refugees,Switzerland,20,Appenzell Ausserrhoden
Warum keine Flugverbotszone über der Ukraine? - infosperber - Infosperber,CH,de,2022-03-06,Current Information War,Switzerland,20,Vaud
Nie wieder Putin - RND,CH,de,2022-03-06,Sanktions Russia and War Strategy,Switzerland,6,Zurich
Wie die Aufnahme von Flüchtlingen aus der Ukraine gelingt - BR24,DE,de,2022-03-06,Local Communities,Germany,17,Basel
Messehalle in Hannover steht für Ukraine-Flüchtlinge bereit - NDR.de,DE,de,2022-03-06,Current Information Refugees,Germany,22,Aargau
Politikerinnen holen mehr als 90 Geflüchtete aus der Ukraine nach Chemnitz - MDR,DE,de,2022-03-06,Local Communities,Germany,24,Schwyz
Ukraine-Konflikt: Flüchtlinge in Deutschland – Wir schaffen das! - WAZ News,DE,de,2022-03-06,Current Information Refugees,Germany,25,Berlin
Ukraine-Flüchtlinge: Viele Frauen und Kinder am Münchner Hbf - BR24,DE,de,2022-03-06,Current Information Refugees,Germany,23,Schaffhausen
Ukraine in Not: UN sieht „am schnellsten wachsende ... - Merkur.de,DE,de,2022-03-06,Current Information War,Germany,20,Bremen
Bundesinnenministerin Faeser: Aufnahme von Flüchtlingen aus Ukraine unabhängig vom Pass - FAZ - Frankfurter Allgemeine Zeitung,DE,de,2022-03-06,Local Communities,Germany,38,Glarus
Ukraine-Flüchtlinge: Rotes Kreuz hat die Betreuung übernommen ... - Rheinpfalz.de,DE,de,2022-03-06,Local Communities,Germany,29,Berlin
200 Flüchtlinge aus der Ukraine in Rostock untergebracht - Nordkurier,DE,de,2022-03-06,Local Communities,Germany,20,Bremen
"Geflüchtete: Laut UN mehr als 1,5 Millionen Menschen aus der ... - Die Zeit",DE,de,2022-03-06,Accomodation,Germany,24,Bremen
Zimmer frei: Münchner helfen Kriegsflüchtlingen aus der Ukraine - BR24,DE,de,2022-03-06,Current Information Refugees,Germany,21,Saxony
79 Flüchtlinge aus der Ukraine in Ahlen eingetroffen - Die Glocke,DE,de,2022-03-06,Local Communities,Germany,19,Saxony
Ukrainische Flüchtlinge in Ungarn - zdf.de,DE,de,2022-03-06,Local Communities,Germany,16,Lucerne
Halle startet heute mit einer zentralen Aufnahmestelle für Ukraine ... - Du bist Halle,DE,de,2022-03-06,Volunteering and Donations,Germany,23,Uri
Zahlreiche Flüchtlinge per Bahn über Freilassing nach München - BR24,DE,de,2022-03-06,Local Communities,Germany,21,Basel
Vom Fußballfeld aufs Schlachtfeld: Real Madrid-Bezwinger zieht in ... - fr.de,DE,de,2022-03-06,Volunteering and Donations,Germany,25,North Rhine-Westphalia
"Ukrainiens accueillis dans le Jura – Après les bombes, un toit, une douche et un repas chaud les attendaient - 20 minutes",CH,fr,2022-03-06,Volunteering and Donations,Switzerland,37,Aargau
Guerre en Ukraine : près de 700 réfugiés ukrainiens ont été ... - RTBF,CH,fr,2022-03-06,Local Communities,Switzerland,24,Berlin
Guerre en Ukraine – Défilé de «réfugiés»: «La mode perd toute pertinence» - 20 minutes,CH,fr,2022-03-06,Local Communities,Switzerland,30,Berlin
"Guerre en Ukraine : ""L'Europe fait une politique d'accueil des ... - franceinfo",CH,fr,2022-03-06,Refugee Routes from Ukraine,Switzerland,21,Uri
"«Si on peut les aider, on le fera» : dans le Val-de-Marne, l’accueil des réfugiés ukrainiens se prépare - Le Parisien",CH,fr,2022-03-06,Local Communities,Switzerland,39,Thuringia
"Guerre en Ukraine : À la frontière hongroise, l’avenir suspendu des réfugiés - 20 Minutes",CH,fr,2022-03-06,Local Communities,Switzerland,30,Solothurn
Réfugiés ukrainiens : leur nouvelle vie en France - TF1 INFO,CH,fr,2022-03-06,Current Information Refugees,Switzerland,18,Uri
Guerre en Ukraine : Wizz Air offre 100 000 billets aux réfugiés ... - Air-Journal,CH,fr,2022-03-06,Local Communities,Switzerland,26,North Rhine-Westphalia
"Solidarité - ""Ils peuvent rester ici le temps qu'ils voudront"" : des ... - L'Yonne Républicaine",CH,fr,2022-03-06,Volunteering and Donations,Switzerland,30,Schleswig-Holstein
"Face à un million de réfugiés ukrainiens, les Polonais répondent ... - La Presse",CH,fr,2022-03-06,Current Information Refugees,Switzerland,25,Basel
"Plus de 1,5 million de réfugiés ukrainiens - TNTV Tahiti Nui Television",CH,fr,2022-03-06,Local Communities,Switzerland,24,Hesse
Guerre en Ukraine : le président polonais disposé à accueillir des ... - RTBF,CH,fr,2022-03-06,Refugee Routes from Ukraine,Switzerland,23,Valais
"Guerre en Ukraine : en Côte-d'Or, la commune de Longvic prête à accueillir des réfugiés - France Bleu",CH,fr,2022-03-06,Local Communities,Switzerland,34,Grisons
"De Kiev à Dinan, la réfugiée ukrainienne Genia raconte son exode [Vidéo] - Le Télégramme",CH,fr,2022-03-06,Local Communities,Switzerland,32,Saarland
"Profughi ucraini, ora sono 1,6 milioni. Il commissario Grandi: ""La crisi più rapida dal Dopoguerra"" - la Repubblica",CH,it,2022-03-06,Current Information War,Switzerland,42,Thuringia
Guerra in Ucraina: un milione i profughi arrivati in Polonia - Euronews Italiano,CH,it,2022-03-06,Current Information Refugees,Switzerland,25,Mecklenburg-Vorpommern
"Ucraina: bombardamenti su Kiev, Onu: oltre 1,5 milioni di profughi - Vatican News - Italiano",CH,it,2022-03-06,Local Communities,Switzerland,29,Hesse
Invasione Ucraina e il racconto in tempo reale: guardare attraverso ... - Valigia Blu,CH,it,2022-03-06,Current Information War,Switzerland,25,Lower Saxony
Una cosa è già morta in Ucraina: la famiglia - Panorama,CH,it,2022-03-06,Children and Human Rights,Switzerland,17,Hamburg
Ucraina: 80 bambini saranno accolti in Marsica - Info Media News,CH,it,2022-03-06,Children and Human Rights,Switzerland,20,Basel
"Guerra Ucraina, nuove manifestazioni di protesta in Russia: migliaia di arresti. FOTO - Sky Tg24",CH,it,2022-03-06,Sanktions Russia and War Strategy,Switzerland,30,Hamburg
"Ucraina, Molto+di194: «Bambine e madri vittime principali. Pensiero ... - Centropagina",CH,it,2022-03-06,Children and Human Rights,Switzerland,30,Glarus
"Profughi a Milano e aiuti per l’Ucraina: cosa serve e dove rivolgersi, la guida alla solidarietà - Corriere Milano",CH,it,2022-03-06,Volunteering and Donations,Switzerland,35,Zug
"Unhcr, dall'Ucraina l'esodo di profughi più veloce in Europa dal ... - Agenzia ANSA",CH,it,2022-03-06,Current Information Refugees,Switzerland,29,Solothurn
Sono già 500 i profughi ucraini arrivati nel Bresciano - QuiBrescia.it,CH,it,2022-03-06,Local Communities,Switzerland,25,North Rhine-Westphalia
"Ucraina, la guerra degli sciacalli: centinaia di euro per portare profughi oltre confine - Il Fatto Quotidiano",CH,it,2022-03-06,Local Communities,Switzerland,33,Glarus
"Profughi ucraini, un milione e mezzo di persone in fuga dal dolore - Corriere della Sera",CH,it,2022-03-06,Volunteering and Donations,Switzerland,27,Obwalden
Dal premier Draghi il sostegno all'appartenenza dell'Ucraina alla famiglia europea - AGI - Agenzia Italia,CH,it,2022-03-06,Volunteering and Donations,Switzerland,30,Schaffhausen
La Misericordia di Chieti si attiva per la raccolta beni di prima necessità da donare ai rifugiati di guerra - ChietiToday,CH,it,2022-03-06,Accomodation,Switzerland,37,Brandenburg
"A Przemysl, la città polacca dove arrivano i profughi dell'Ucraina - varesenews.it",CH,it,2022-03-06,Current Information Refugees,Switzerland,29,Aargau
Luxottica si mobilita per aiutare i 1.700 dipendenti delle filiali in Ucraina - AGI - Agenzia Italia,CH,it,2022-03-06,Volunteering and Donations,Switzerland,34,Valais
Che cosa è la no-fly zone e perché l'Ucraina la chiede - Vanity Fair Italia,CH,it,2022-03-06,Current Information War,Switzerland,22,Lucerne
Bandiere dell'Ucraina nella neve: la sfilata di Balenciaga a Parigi è ... - Stile e Trend Fanpage,CH,it,2022-03-06,Volunteering and Donations,Switzerland,31,Saxony-Anhalt
Ucraina: ecco come gestire l'arrivo dei profughi a San Marino - San Marino Rtv,CH,it,2022-03-06,Local Communities,Switzerland,25,Valais
"Quattro bambini in fuga dalla guerra Ucraina, 52 ore di pullman fino ... - Il Caffè.tv",CH,it,2022-03-06,Children and Human Rights,Switzerland,27,Basel
"Guerra in Ucraina, l’evacuazione impossibile: nuovi raid, da Mariupol non si scappa - Corriere della Sera",CH,it,2022-03-06,Current Information War,Switzerland,34,Neuchâtel
"Guerra in Ucraina, la Regione: un modulo online per offerte di alloggi e lavoro. Si cercano anche traduttori - Corriere della Sera",CH,it,2022-03-06,Volunteering and Donations,Switzerland,38,Baden-Württemberg
"Crisi Ucraina: riprende l'offensiva nelle città, Odessa nel mirino dei ... - Antimafia Duemila",CH,it,2022-03-06,Current Information War,Switzerland,31,Grisons
20 mila uomini da 52 paesi nella Legione straniera dell'Ucraina ... - Farodiroma,CH,it,2022-03-06,Current Information War,Switzerland,25,Schwyz
"Profughi ucraini a Napoli, arrivi in massa: «Senza organizzazione si rischia il caos». Nove positivi al Covid - Corriere del Mezzogiorno",CH,it,2022-03-06,Volunteering and Donations,Switzerland,41,Aargau
A Brescia accolti 450 profughi ucraini L’aiuto di Ats e la spesa di Coldiretti - Corriere della Sera,CH,it,2022-03-06,Local Communities,Switzerland,35,Rhineland-Palatinate
"Guerra in Ucraina: bombardati i profughi, sospesa l’evacuazione. A Mariupol bloccati in 200mila. Putin: “Ospi… - La Stampa",CH,it,2022-03-06,Sanktions Russia and War Strategy,Switzerland,47,Rhineland-Palatinate
"Solidarietà, da Siracusa all'Ucraina: in viaggio i pacchi confezionati ... - Siracusa Times",CH,it,2022-03-06,Volunteering and Donations,Switzerland,30,Neuchâtel
LA SVEZIA MULTICULTURALE - LA FINE DI UN MITO - GLI STATI GENERALI,CH,it,2022-03-06,Current Information Refugees,Switzerland,25,Glarus
Balenciaga: lo stilista Demna Gvasalia e la lettera di condanna alla guerra. Pinault e Salma Hayek con la... - Corriere della Sera,CH,it,2022-03-06,Current Information Refugees,Switzerland,38,Grisons
Zara. L'Asilo Pinocchio cresce grazie ai fondi dell'UE - LaVoce del popolo,CH,it,2022-03-06,Migration Apart from Ukraine,Switzerland,27,Bern
Torino per l'Ucraina – Ecco come i Torinesi possono aiutare la ... - torinonews24.it,CH,it,2022-03-06,Volunteering and Donations,Switzerland,29,Bern
"Ucraina: oltre un milione e mezzo di profughi, in Italia i primi 15 mila arrivi - Giornale di Sicilia",CH,it,2022-03-06,Current Information Refugees,Switzerland,34,Geneva
Fiaccolata per la pace a Bellinzona - RSI.ch Informazione,CH,it,2022-03-06,Volunteering and Donations,Switzerland,17,Neuchâtel
Silvia Avallone: «Il mio 8 marzo dedicato alla resistenza delle donne ucraine» - Corriere della Sera,CH,it,2022-03-06,Children and Human Rights,Switzerland,29,Schaffhausen
I NUMERI/ Quanti sono (e cosa fanno) gli ucraini in Italia - Il Sussidiario.net,CH,it,2022-03-06,Volunteering and Donations,Switzerland,28,Bremen
Le Canton de Vaud se prépare à l'accueil de réfugiés ukrainiens - radiolac.ch,CH,fr,2022-03-07,Local Communities,Switzerland,26,Schleswig-Holstein
Comment s’organise l’accueil des réfugiés ukrainiens en France ? - La Croix,CH,fr,2022-03-07,Current Information Refugees,Switzerland,24,Jura
"INFOGRAPHIES. Guerre en Ukraine: plus de 1,7 million de réfugiés ont déjà quitté le pays - BFMTV",CH,fr,2022-03-07,Local Communities,Switzerland,32,Berlin
Bruxelles : 1500 réfugiés en provenance d'Ukraine font la file devant ... - RTBF,CH,fr,2022-03-07,Current Information Refugees,Switzerland,26,Schleswig-Holstein
Humanitaire - Vous souhaitez accueillir des réfugiés d'Ukraine ... - lepopulaire.fr,CH,fr,2022-03-07,Volunteering and Donations,Switzerland,25,Glarus
"En Argentine, les migrants vénézuéliens se sentent les « bienvenus » - Le Monde",CH,fr,2022-03-07,Migration Apart from Ukraine,Switzerland,23,Basel
La psychologie de l'extrême et la migration - Leaders Tunisie,CH,fr,2022-03-07,Local Communities,Switzerland,15,Saarland
Geflüchtete Menschen aus der Ukraine können aufgenommen und ... - admin.ch,CH,de,2022-03-07,Local Communities,Switzerland,19,Appenzell Innerrhoden
Warum behandelt Europa andere Flüchtlinge anders? - infosperber - Infosperber,CH,de,2022-03-07,Current Information Refugees,Switzerland,21,Valais
Moldau: Station auf der Flucht aus der Ukraine - Vatican News - Deutsch,CH,de,2022-03-07,Refugee Routes from Ukraine,Switzerland,17,Baden-Württemberg
Flüchtlinge aus der Ukraine: EU misst mit zweierlei Maß und ... - World Socialist Web Site,CH,de,2022-03-07,Current Information Refugees,Switzerland,25,Nidwalden
